idx,scheduled_t_rel_s,t_rel_s,latency_s,status,ttft_s,avg_tbt_s,worst_tbt_s
601,30.562,30.562476419998347,58.84451280199937,ok,0.09933823000028497,0.7436096380253178,54.54908031100058
602,30.576,30.576418397999078,58.8306932710002,ok,0.08536600600018573,0.7436115597721497,54.5491746280004
603,30.605,30.607218825000018,58.80001310299849,ok,0.09135291899838194,0.7431474225569805,54.54926817699925
604,30.62,30.620604115998503,58.78672376299983,ok,0.07791412100050366,0.7431493201139243,54.54936334500053
605,30.649,30.649188823999793,58.75828192700101,ok,0.08735340699968219,0.7426698116455842,54.549456198999906
606,30.678,30.67907430699961,58.72867571799907,ok,0.09483982999881846,0.7422002782278481,54.549685531999785
607,30.692,30.693011452000064,58.71458391499982,ok,0.08086345199990319,0.742198813696206,54.5495484639996
608,30.721,30.721764887999598,58.68440886700046,ok,0.08904643800087797,0.7417132615443008,54.54903666899918
609,30.75,30.75072485399869,58.658807372999945,ok,0.09754431500005012,0.7412816369620095,54.550588844998856
610,30.793,30.79411258699838,58.61714446500082,ok,0.0920239010010846,0.7408241447721386,54.552190898000845
611,30.808,30.810366884999894,58.601362147001055,ok,0.11294202700082678,0.7403595805696074,54.55261397400136
612,30.822,30.82238941899959,58.58946121899862,ok,0.10095919899868022,0.7403606266455691,54.55270392300008
613,30.851,30.85146469599931,58.55737377399964,ok,0.07550582099975145,0.7595045987532516,54.54998679600067
614,31.029000000000003,31.0299171939987,58.38085000299907,ok,0.10431624199918588,0.7376774398987287,54.551615955999296
615,31.043,31.051883201998862,58.356072784999924,ok,0.12016511000001628,0.7371632139113934,54.54967749200114
616,31.058,31.05898208799954,58.34918497400031,ok,0.11310750300071959,0.7371653660126487,54.54931257399949
617,31.101,31.10446964699986,58.30389945099887,ok,0.07155623299877334,0.7371180986075977,54.54948533900097
618,31.130000000000003,31.13072209099846,58.27836528199987,ok,0.04534206300013466,0.737126695101255,54.55007717399894
619,31.317999999999998,31.326301377999698,58.083083925999745,ok,0.10606015700068383,0.7338861933924047,54.5502904519999
620,31.332,31.332176005998917,58.07896162900033,ok,0.13764209800137905,0.7334342242658197,54.5518502369996
621,31.39,31.391239123999185,58.02035019699906,ok,0.07853538199924515,0.7334405184936696,54.55228154600081
622,31.418999999999997,31.419415794000088,57.989302983000016,ok,0.05416361300012795,0.733356007341782,54.54966661199978
623,31.561999999999998,31.568887191999238,57.84116690600058,ok,0.10530805599955784,0.730833422594929,54.550678845998846
624,31.576,31.576158451000083,57.83435543000087,ok,0.10202155399929325,0.7307888282278476,54.551191857999584
625,31.604999999999997,31.60632417999841,57.80935634300113,ok,0.07181470599971362,0.7308547020379765,54.555350721999275
626,31.677999999999997,31.678248700998665,57.73878924900055,ok,0.13159415800146235,0.7292048047847972,54.55664661099945
627,31.706000000000003,31.707398223999917,57.71006478199888,ok,0.13959581999915827,0.7287399414556983,54.557075605000136
628,31.764000000000003,31.76464167999984,57.65368591399965,ok,0.12020017999930133,0.7282718007215259,54.55790396999873
629,31.822000000000003,31.824040922998392,57.59524563100058,ok,0.09863261899954523,0.7278050603417796,54.558801446999496
630,31.836,31.83619820399872,57.58037232700008,ok,0.08644332400035637,0.7277710800632882,54.55621395600065
631,31.851,31.85119746899909,57.56211623099989,ok,0.10906819199954043,0.7272535949873427,54.55311580600028
632,31.865000000000002,31.865400968999893,57.54938093400051,ok,0.09483345100125007,0.727272554531645,54.5544760820012
633,31.894,31.895031779999044,57.52019221400042,ok,0.10276662300020689,0.7268026841519011,54.554934146999585
634,31.909,31.910112978999678,57.506019968001056,ok,0.08772222100014915,0.7268137142405124,54.5557932720003
635,31.923000000000002,31.923838298998817,57.494081623000966,ok,0.07781941500070388,0.7267879502658248,54.557481251000354
